,year,title,n_steps,start_length,end_length,compression
300_2018,2018,30,4264,2088505.5505672246,1738494.8157566208,0.8324109147253436
300_2019,2019,30,4304,2100191.560083254,1748276.2254673005,0.8324365542150817
310_1994,1994,31,2676,1220432.898726667,1009423.5832395491,0.8271028946308531
310_1995,1995,31,2678,1220536.279194132,1009578.5959520764,0.8271598420807762
310_1996,1996,31,2840,1309177.3358058254,1079589.6151786756,0.8246320690498099
310_1997,1997,31,2853,1318261.8679085802,1086718.8815706295,0.8243573663362552
310_1998,1998,31,2917,1347836.6028130886,1110703.425590776,0.8240638540848433
310_1999,1999,31,2918,1351804.4214586837,1113748.42337169,0.8238976035970382
310_2000,2000,31,2959,1365624.9614774773,1124714.9201258048,0.8235898960934116
310_2001,2001,31,3111,1445810.4189966712,1187989.0546553705,0.8216769218469062
310_2002,2002,31,3112,1451047.0126753063,1192241.7642330744,0.8216424098037521
310_2003,2003,31,3136,1462242.3252210522,1200415.4386022768,0.8209415210442673
310_2004,2004,31,3188,1500890.9366356533,1231606.3669373738,0.8205835193449174
310_2005,2005,31,3271,1535003.390930864,1258787.9771686238,0.8200555025518632
310_2006,2006,31,3351,1572429.8763638202,1288787.9860873558,0.8196155551735161
310_2007,2007,31,3406,1588328.6226269845,1300333.934199832,0.8186806657486096
310_2008,2008,31,3481,1628203.0195924786,1331161.7982733538,0.817564997887382
310_2009,2009,31,3495,1638283.2838651533,1339237.237626723,0.8174637749260922
310_2010,2010,31,3628,1720688.0035910315,1406939.7962703854,0.817661187463467
310_2011,2011,31,3646,1740410.9270718019,1423041.8442773388,0.8176470407891379
310_2012,2012,31,3646,1740921.6935317616,1423453.3458805438,0.8176435224911361
310_2013,2013,31,3570,1722812.9625660288,1410912.2042289034,0.8189584330311936
310_2014,2014,31,3568,1730483.7322570921,1416999.727176379,0.8188460259768915
310_2015,2015,31,3567,1729958.926727971,1416638.6872034953,0.8188857349826872
310_2016,2016,31,3586,1737637.073280461,1422699.8043935618,0.8187554387911778
310_2017,2017,31,3590,1738994.3194603461,1423685.962733174,0.8186835039087302
310_2018,2018,31,3605,1751057.6092294669,1433618.7081555468,0.8187159009499376
310_2019,2019,31,3649,1770523.4197742622,1448500.9471294733,0.8181201846593783
320_1994,1994,32,315,103374.78091492895,87094.54564385617,0.8425125052069478
320_1995,1995,32,315,103374.78091492895,87094.54564385617,0.8425125052069478
320_1996,1996,32,324,107796.65008882564,90653.79061310353,0.8409703876549391
320_1997,1997,32,363,123662.3871158872,103895.70023853771,0.8401560301530843
320_1998,1998,32,370,127315.62544499527,106804.6595347865,0.8388967117074705
320_1999,1999,32,381,128796.47191887577,107873.11815528416,0.8375471513166101
320_2000,2000,32,381,130618.07378552048,109376.80365153572,0.8373787829020992
320_2001,2001,32,384,131455.183179484,109996.9336708175,0.8367637624499886
320_2002,2002,32,382,127866.87876297066,106860.25967743303,0.8357149303340858
320_2003,2003,32,393,128858.3757045733,107554.65289983677,0.8346733560139046
320_2004,2004,32,436,137394.8595231795,114754.64743781002,0.8352179101609699
320_2005,2005,32,439,136434.45270272566,112905.30108789362,0.8275424487823524
320_2006,2006,32,452,139725.67557484077,115450.09935844081,0.8262625954998706
320_2007,2007,32,452,139725.67557484077,115450.09935844081,0.8262625954998706
320_2008,2008,32,460,140579.52359699045,115972.53015640836,0.8249603298477185
320_2009,2009,32,460,140579.52359699045,115972.53015640836,0.8249603298477185
320_2010,2010,32,460,140650.59598648836,116034.60659086853,0.8249848198440298
320_2011,2011,32,459,140779.54882876138,116135.41833836188,0.8249452374621854
320_2012,2012,32,467,141655.04063800568,116755.64200529423,0.824225113906529
320_2013,2013,32,466,138643.69684901668,114159.92861071514,0.8234051111247819
320_2014,2014,32,466,138643.69684901668,114159.92861071514,0.8234051111247819
320_2015,2015,32,466,138643.69684901668,114159.92861071514,0.8234051111247819
320_2016,2016,32,468,140067.14271219485,115465.77446864457,0.8243601763612731
320_2017,2017,32,468,140067.14271219485,115465.77446864457,0.8243601763612731
320_2018,2018,32,461,140229.4812047971,115610.22081149279,0.8244359161726534
320_2019,2019,32,459,140997.73849687132,116069.8912533312,0.8232039215005335
330_1994,1994,33,5893,2943449.154191244,2404737.258025125,0.8169793776124739
330_1995,1995,33,5907,2941463.494562336,2403112.262524225,0.8169784418425315
330_1996,1996,33,5986,3033223.5635703946,2474570.24123064,0.8158219100466944
330_1997,1997,33,5978,3033057.6501952787,2474635.12707672,0.8158879297653292
330_1998,1998,33,6000,3038456.330762002,2479391.3396622427,0.816003611623553
330_1999,1999,33,6039,3068134.300029204,2502822.379794936,0.8157473353663537
330_2000,2000,33,6185,3162726.263547104,2573744.4549153387,0.8137740166070514
330_2001,2001,33,6225,3181711.8660626505,2588095.10320123,0.8134284976609093
330_2002,2002,33,6350,3217116.39495284,2614139.240130415,0.8125721668732896
330_2003,2003,33,6336,3219770.345005482,2616326.681825206,0.8125817687226234
330_2004,2004,33,6394,3270551.623816659,2657754.56434447,0.8126318951794838
330_2005,2005,33,6387,3271753.0675442177,2658659.1999300523,0.8126099815734705
330_2006,2006,33,6416,3329779.6274261693,2705148.849688365,0.8124107755981956
330_2007,2007,33,6594,3441599.362567426,2789814.8182952176,0.8106157993398806
330_2008,2008,33,6628,3468206.072102135,2809771.7610388002,0.81015132971489
330_2009,2009,33,6733,3560987.422808077,2882305.5783900195,0.8094118951190028
330_2010,2010,33,6650,3510291.9495608057,2838893.4860714744,0.8087342952846602
330_2011,2011,33,6651,3513317.5490137553,2841563.553735792,0.8087978140585285
330_2012,2012,33,6738,3566510.9977771556,2882689.081929897,0.8082658608725856
330_2013,2013,33,6672,3537987.7526293104,2861341.660509215,0.8087483226539619
330_2014,2014,33,6971,3848788.4007730735,3095655.134614289,0.8043193889257437
330_2015,2015,33,6962,3850967.075816496,3097164.584373447,0.8042563136473388
330_2016,2016,33,7038,3964385.8556583985,3181210.0062685492,0.8024471184428185
330_2017,2017,33,7074,3987415.5381538845,3199639.478903623,0.8024344210648809
330_2018,2018,33,7196,4114494.9432234145,3291953.921692731,0.8000870014713687
330_2019,2019,33,7196,4115400.658459545,3292784.8657961125,0.8001128296044571
340_1994,1994,34,1,10.074269465459393,10.074269465459393,1.0
340_1995,1995,34,1,10.074269465459393,10.074269465459393,1.0
340_1996,1996,34,1,10.074269465459393,10.074269465459393,1.0
340_1997,1997,34,1,10.074269465459393,10.074269465459393,1.0
340_1998,1998,34,1,10.074269465459393,10.074269465459393,1.0
340_1999,1999,34,1,10.074269465459393,10.074269465459393,1.0
340_2000,2000,34,1,10.074269465459393,10.074269465459393,1.0
340_2001,2001,34,1,10.074269465459393,10.074269465459393,1.0
340_2002,2002,34,1,10.074269465459393,10.074269465459393,1.0
340_2003,2003,34,1,10.074269465459393,10.074269465459393,1.0
340_2004,2004,34,1,10.074269465459393,10.074269465459393,1.0
340_2005,2005,34,1,10.074269465459393,10.074269465459393,1.0
340_2006,2006,34,1,10.074269465459393,10.074269465459393,1.0
340_2007,2007,34,1,10.074269465459393,10.074269465459393,1.0
340_2008,2008,34,1,10.074269465459393,10.074269465459393,1.0
340_2009,2009,34,1,10.074269465459393,10.074269465459393,1.0
340_2010,2010,34,1,10.074269465459393,10.074269465459393,1.0
340_2011,2011,34,1,10.074269465459393,10.074269465459393,1.0
340_2017,2017,34,5217,2417290.591116357,1900967.135051351,0.786404059999027
340_2018,2018,34,5463,2571636.2161030304,2014176.6325437785,0.7832276664683129
340_2019,2019,34,5470,2579794.288556329,2020355.5759069475,0.7831459992252144
350_1994,1994,35,863,283677.8368268821,248106.30497000043,0.8746058830158465
350_1995,1995,35,872,288328.6002055094,251724.74424160106,0.8730481265548456
350_1996,1996,35,875,293639.9100724639,256322.47920745797,0.8729143090399503
350_1997,1997,35,875,293639.9100724639,256322.47920745797,0.8729143090399503
350_1998,1998,35,878,294434.05022568925,256984.49626580175,0.8728083456000361
350_1999,1999,35,1060,374822.8403996118,322338.40105030796,0.8599753438361751
350_2000,2000,35,1058,375867.55058249703,323067.90369750693,0.8595259239506992
350_2001,2001,35,1058,375867.55058249703,323067.90369750693,0.8595259239506992
350_2002,2002,35,1069,374874.78102270956,322594.76540279604,0.8605400569297126
350_2003,2003,35,1064,375803.4664750391,323447.2442693207,0.8606819072298368
350_2004,2004,35,1065,377196.60356244637,324784.43342693546,0.8610481387146587
350_2005,2005,35,1065,377196.60356244637,324784.43342693546,0.8610481387146587
350_2006,2006,35,1065,377228.27219249244,324821.07689795346,0.8610729917194633
350_2007,2007,35,1065,377228.27219249244,324821.07689795346,0.8610729917194633
350_2008,2008,35,1076,378284.01316601003,325714.97649116284,0.8610328883981221
350_2009,2009,35,1067,377696.03531415586,325223.8724171433,0.8610730375992223
350_2010,2010,35,1065,381145.23483886494,328214.0588185559,0.8611259667389348
350_2011,2011,35,1198,429355.2351202702,367312.7096786614,0.8554983837003186
350_2012,2012,35,1310,450866.24145768385,382067.3550700412,0.8474073238102485
350_2013,2013,35,1284,449949.9740454556,381398.092706647,0.8476455488540973
